日期,最低价,最高价,均价
2024/12/23,4.75,5.25,5.0
2024/12/24,4.75,5.25,5.0
2024/12/25,4.75,5.25,5.0
2024/12/26,4.75,5.25,5.0
2024/12/27,4.75,5.25,5.0
2024/12/30,4.9,5.3,5.1
2024/12/31,4.9,5.3,5.1
2025/1/2,4.9,5.3,5.1
2025/1/3,4.9,5.3,5.1
2025/1/6,4.9,5.3,5.1
2025/1/7,4.9,5.3,5.1
2025/1/8,4.9,5.3,5.1
2025/1/9,4.9,5.3,5.1
2025/1/10,4.9,5.3,5.1
2025/1/13,4.9,5.3,5.1
2025/1/14,4.9,5.3,5.1
2025/1/15,4.9,5.3,5.1
2025/1/16,4.9,5.3,5.1
2025/1/17,4.9,5.3,5.1
2025/1/20,4.9,5.3,5.1
2025/1/21,4.9,5.3,5.1
2025/1/22,4.9,5.3,5.1
2025/1/23,4.9,5.3,5.1
2025/1/24,4.9,5.3,5.1
2025/1/26,4.9,5.3,5.1
2025/1/27,4.9,5.3,5.1
2025/2/5,4.9,5.3,5.1
2025/2/6,4.9,5.3,5.1
2025/2/7,4.9,5.3,5.1
2025/2/8,4.9,5.3,5.1
2025/2/10,4.9,5.3,5.1
2025/2/11,5.0,5.4,5.2
2025/2/12,5.0,5.4,5.2
2025/2/13,5.0,5.4,5.2
2025/2/14,5.0,5.4,5.2
2025/2/17,5.0,5.4,5.2
2025/2/18,5.0,5.4,5.2
2025/2/19,5.0,5.4,5.2
2025/2/20,5.0,5.4,5.2
2025/2/21,5.0,5.4,5.2
2025/2/24,5.0,5.4,5.2
2025/2/25,5.0,5.4,5.2
2025/2/26,5.0,5.4,5.2
2025/2/27,5.0,5.4,5.2
2025/2/28,5.0,5.4,5.2
2025/3/3,5.0,5.4,5.2
2025/3/4,5.0,5.4,5.2
2025/3/5,5.0,5.4,5.2
2025/3/6,5.0,5.4,5.2
2025/3/7,5.0,5.4,5.2
2025/3/10,5.0,5.4,5.2
2025/3/11,5.0,5.4,5.2
2025/3/12,5.0,5.4,5.2
2025/3/13,5.0,5.4,5.2
2025/3/14,5.0,5.4,5.2
2025/3/17,5.0,5.4,5.2
2025/3/18,5.0,5.4,5.2
2025/3/19,5.0,5.4,5.2
2025/3/20,5.0,5.4,5.2
2025/3/21,5.0,5.4,5.2
2025/3/24,5.0,5.4,5.2
2025/3/25,5.0,5.4,5.2
2025/3/26,5.0,5.4,5.2
2025/3/27,5.0,5.4,5.2
2025/3/28,5.0,5.4,5.2
2025/3/31,5.0,5.4,5.2
2025/4/1,5.0,5.4,5.2
2025/4/2,5.0,5.4,5.2
2025/4/3,5.0,5.4,5.2
2025/4/7,5.0,5.4,5.2
2025/4/8,5.0,5.4,5.2
2025/4/9,5.0,5.4,5.2
2025/4/10,5.0,5.4,5.2
2025/4/11,5.0,5.4,5.2
2025/4/14,5.0,5.4,5.2
2025/4/15,5.0,5.4,5.2
2025/4/16,5.0,5.4,5.2
2025/4/17,5.0,5.4,5.2
2025/4/18,5.0,5.4,5.2
2025/4/21,5.0,5.4,5.2
2025/4/22,5.0,5.4,5.2
2025/4/23,5.0,5.4,5.2
2025/4/24,5.0,5.4,5.2
2025/4/25,5.0,5.4,5.2
2025/4/27,5.0,5.4,5.2
2025/4/28,5.0,5.4,5.2
2025/4/29,5.0,5.4,5.2
2025/4/30,5.0,5.4,5.2
2025/5/6,5.0,5.4,5.2
2025/5/7,4.8,5.2,5.0
2025/5/8,4.8,5.2,5.0
2025/5/9,4.8,5.2,5.0
2025/5/12,4.8,5.2,5.0
2025/5/13,4.8,5.2,5.0
2025/5/14,4.8,5.2,5.0
2025/5/15,4.8,5.2,5.0
2025/5/16,4.8,5.2,5.0
2025/5/19,4.8,5.2,5.0
2025/5/20,4.8,5.2,5.0
2025/5/21,4.8,5.2,5.0
2025/5/22,4.8,5.2,5.0
2025/5/23,4.8,5.2,5.0
2025/5/26,4.7,5.1,4.9
2025/5/27,4.7,5.1,4.9
2025/5/28,4.7,5.1,4.9
2025/5/29,4.7,5.1,4.9
2025/5/30,4.7,5.1,4.9
2025/6/3,4.7,5.1,4.9
2025/6/4,4.7,5.1,4.9
2025/6/5,4.7,5.1,4.9
2025/6/6,4.7,5.1,4.9
2025/6/9,4.7,5.1,4.9
2025/6/10,4.7,5.1,4.9
2025/6/11,4.7,5.1,4.9
2025/6/12,4.7,5.1,4.9
2025/6/13,4.7,5.1,4.9
2025/6/16,4.7,5.1,4.9
2025/6/17,4.7,5.1,4.9
2025/6/18,4.7,5.1,4.9
2025/6/19,4.7,5.1,4.9
2025/6/20,4.7,5.1,4.9
2025/6/23,4.7,5.1,4.9
2025/6/24,4.7,5.1,4.9
2025/6/25,4.7,5.1,4.9
2025/6/26,4.7,5.1,4.9
2025/6/27,4.7,5.1,4.9
2025/6/30,4.7,5.1,4.9
2025/7/1,4.7,5.1,4.9
2025/7/2,4.7,5.1,4.9
2025/7/3,4.7,5.1,4.9
2025/7/4,4.7,5.1,4.9
2025/7/7,4.7,5.1,4.9
2025/7/8,4.7,5.1,4.9
2025/7/9,4.7,5.1,4.9
2025/7/10,4.7,5.1,4.9
2025/7/11,4.7,5.1,4.9
2025/7/14,4.7,5.1,4.9
2025/7/15,4.7,5.1,4.9
2025/7/16,4.5,4.95,4.73
2025/7/17,4.4,4.85,4.63
2025/7/18,4.4,4.85,4.63
2025/7/21,4.4,4.85,4.63
2025/7/22,4.4,4.85,4.63
2025/7/23,4.4,4.85,4.63
2025/7/24,4.4,4.85,4.63
2025/7/25,4.4,4.85,4.63
2025/7/28,4.4,4.85,4.63
2025/7/29,4.4,4.85,4.63
2025/7/30,4.4,4.85,4.63
2025/7/31,4.4,4.85,4.63
2025/8/1,4.4,4.85,4.63
2025/8/4,4.4,4.85,4.63
2025/8/5,4.4,4.85,4.63
2025/8/6,4.4,4.85,4.63
2025/8/7,4.4,4.85,4.63
2025/8/8,4.4,4.85,4.63
2025/8/11,4.4,4.85,4.63
2025/8/12,4.4,4.85,4.63
2025/8/13,4.4,4.85,4.63
2025/8/14,4.4,4.85,4.63
2025/8/15,4.4,4.85,4.63
2025/8/18,4.4,4.85,4.63
2025/8/19,4.4,4.85,4.63
2025/8/20,4.4,4.85,4.63
2025/8/21,4.4,4.85,4.63
2025/8/22,4.4,4.85,4.63
2025/8/25,4.4,4.85,4.63
2025/8/26,4.4,4.85,4.63
2025/8/27,4.4,4.85,4.63
2025/8/28,4.4,4.85,4.63
2025/8/29,4.4,4.85,4.63
2025/9/1,4.4,4.85,4.63
2025/9/2,4.4,4.85,4.63
2025/9/3,4.45,4.85,4.65
2025/9/4,4.45,4.85,4.65
2025/9/5,4.45,4.85,4.65
2025/9/8,4.45,4.85,4.65
2025/9/9,4.45,4.85,4.65
2025/9/10,4.45,4.85,4.65
2025/9/11,4.45,4.85,4.65
2025/9/12,4.45,4.85,4.65
2025/9/15,4.45,4.85,4.65
2025/9/16,4.45,4.85,4.65
2025/9/17,4.45,4.85,4.65
2025/9/18,4.45,4.85,4.65
2025/9/19,4.45,4.85,4.65
2025/9/22,4.45,4.85,4.65
2025/9/23,4.45,4.85,4.65
2025/9/24,4.45,4.85,4.65
2025/9/25,4.45,4.85,4.65
2025/9/26,4.45,4.85,4.65
2025/9/28,4.65,5.0,4.83
2025/9/29,4.65,5.0,4.83
2025/9/30,4.75,5.0,4.88
2025/10/9,4.75,5.0,4.88
2025/10/10,4.8,5.1,4.95
2025/10/11,5.0,5.2,5.1
2025/10/13,5.0,5.2,5.1
2025/10/14,5.0,5.2,5.1
2025/10/15,5.0,5.2,5.1
2025/10/16,5.0,5.2,5.1
2025/10/17,5.1,5.3,5.2
2025/10/20,5.1,5.3,5.2
2025/10/21,5.1,5.3,5.2
2025/10/22,5.2,5.3,5.25
2025/10/23,5.25,5.35,5.3
2025/10/24,5.45,5.55,5.5
2025/10/27,5.5,5.65,5.58
2025/10/28,5.55,5.85,5.7
2025/10/29,5.55,5.85,5.7
2025/10/30,5.55,5.85,5.7
2025/10/31,5.55,5.9,5.73
2025/11/3,5.55,6.0,5.78
2025/11/4,5.55,6.0,5.78
2025/11/5,5.55,6.0,5.78
2025/11/6,5.55,6.4,5.98
2025/11/7,5.55,6.4,5.98
2025/11/10,5.8,7.0,6.4
2025/11/11,5.8,7.3,6.55
2025/11/12,10.0,12.0,11.0
2025/11/13,12.0,16.0,14.0
2025/11/14,13.5,16.5,15.0
2025/11/17,17.0,21.0,19.0
2025/11/18,18.0,23.0,20.5
2025/11/19,19.0,25.0,22.0
2025/11/20,20.0,27.0,23.5
2025/11/21,20.0,27.0,23.5
2025/11/24,20.0,27.0,23.5
2025/11/25,20.0,27.0,23.5
2025/11/26,20.0,27.0,23.5
2025/11/27,20.0,27.0,23.5
2025/11/28,20.0,27.0,23.5
2025/12/1,20.0,27.0,23.5
2025/12/2,20.0,27.0,23.5
2025/12/3,20.0,27.0,23.5
2025/12/4,20.0,27.0,23.5
2025/12/5,20.0,27.0,23.5
2025/12/8,20.0,27.0,23.5
2025/12/9,20.0,27.0,23.5
2025/12/10,20.0,27.0,23.5
2025/12/11,20.0,27.0,23.5
2025/12/12,20.0,27.0,23.5
2025/12/15,20.0,27.0,23.5
2025/12/16,20.0,27.0,23.5
2025/12/17,20.0,27.0,23.5
2025/12/18,20.0,27.0,23.5
2025/12/19,20.0,27.0,23.5
2025/12/20,20.0,27.0,23.5
2025/12/23,20.0,27.0,23.5
2025/12/24,20.0,27.0,23.5
2025/12/25,20.0,27.0,23.5
2025/12/26,20.0,27.0,23.5
2025/12/29,20.0,27.0,23.5
2025/12/30,20.0,27.0,23.5
2025/12/31,16.5,19.5,18.0
2026/1/4,16.2,18.0,17.1
2026/1/5,16.0,17.0,16.5
2026/1/6,16.0,17.0,16.5
2026/1/7,16.0,17.0,16.5
2026/1/8,16.0,17.0,16.5
2026/1/9,16.0,17.0,16.5
2026/1/12,16.0,17.0,16.5
2026/1/13,16.0,17.0,16.5
2026/1/14,16.0,16.5,16.25
2026/1/15,16.0,16.5,16.25
2026/1/16,16.0,16.5,16.25
2026/1/19,16.0,16.5,16.25
2026/1/20,16.0,16.5,16.25
2026/1/21,16.0,16.5,16.25
2026/1/22,16.0,16.2,16.1
2026/1/23,15.8,16.2,16.0
2026/1/26,15.5,16.0,15.75
2026/1/27,14.8,15.5,15.15
2026/1/28,14.8,15.5,15.15
2026/1/29,14.8,15.5,15.15
2026/1/30,14.8,15.5,15.15
2026/2/2,14.0,15.0,14.5
2026/2/3,14.0,15.0,14.5
2026/2/4,13.8,14.8,14.3
2026/2/5,13.8,14.8,14.3
2026/2/6,13.8,14.8,14.3
2026/2/9,13.8,14.8,14.3
2026/2/10,13.8,14.8,14.3
2026/2/11,13.8,14.8,14.3
2026/2/12,13.8,14.8,14.3
2026/2/13,13.8,14.8,14.3
2026/2/14,13.8,14.8,14.3
2026/2/24,13.8,14.8,14.3
2026/2/25,13.8,14.8,14.3
2026/2/26,13.8,14.8,14.3
2026/2/27,13.8,14.8,14.3
2026/2/28,13.8,14.8,14.3
2026/3/2,13.8,14.8,14.3
2026/3/3,13.8,14.8,14.3
2026/3/4,13.8,14.8,14.3
2026/3/5,12.5,13.5,13.0
2026/3/6,12.2,13.2,12.7
2026/3/9,12.2,13.2,12.7
2026/3/10,12.2,13.2,12.7
2026/3/11,12.2,13.2,12.7
2026/3/12,12.2,13.2,12.7
2026/3/13,12.2,13.2,12.7
2026/3/16,12.2,13.2,12.7
2026/3/17,12.2,13.2,12.7
2026/3/18,12.2,13.2,12.7
2026/3/19,12.2,13.2,12.7
2026/3/20,12.2,13.2,12.7
2026/3/23,12.2,13.2,12.7
2026/3/24,12.2,13.2,12.7
2026/3/25,12.2,13.2,12.7
2026/3/26,12.2,13.2,12.7
2026/3/27,12.2,13.2,12.7
2026/3/30,12.2,13.2,12.7
2026/3/31,12.2,13.2,12.7
2026/4/1,13.0,14.0,13.5
2026/4/2,13.0,14.0,13.5
2026/4/3,13.0,14.0,13.5
2026/4/7,13.0,14.0,13.5
2026/4/8,13.0,14.0,13.5
2026/4/9,13.0,14.0,13.5
2026/4/10,13.0,14.0,13.5
2026/4/13,13.0,14.0,13.5
2026/4/14,13.0,14.0,13.5
2026/4/15,13.0,14.0,13.5
2026/4/16,13.0,14.0,13.5
2026/4/17,13.0,14.0,13.5
2026/4/20,12.0,13.0,12.5
2026/4/21,12.0,13.0,12.5
2026/4/22,12.0,13.0,12.5
2026/4/23,12.0,13.0,12.5
2026/4/24,12.0,13.0,12.5
2026/4/27,12.0,13.0,12.5
2026/4/28,12.0,13.0,12.5
2026/4/29,12.0,13.0,12.5
2026/4/30,12.0,13.0,12.5
2026/5/6,12.0,13.0,12.5
2026/5/7,12.0,13.0,12.5
2026/5/8,12.5,13.5,13.0
2026/5/9,12.5,13.5,13.0
2026/5/11,12.5,13.5,13.0
2026/5/12,12.5,13.5,13.0
2026/5/13,12.5,13.5,13.0
2026/5/14,12.5,13.5,13.0
2026/5/15,12.5,13.5,13.0
2026/5/18,12.5,13.5,13.0
2026/5/19,12.5,13.5,13.0
2026/5/20,12.5,13.5,13.0
2026/5/21,12.5,13.5,13.0
